INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,2020/2/1,17:46:0,2020/2/1,17:46:0,800,20.127253,S,40.304700,W,149.988281,0.652758,353.128403,0.000000,0.000000,0.000000
2,1,FIXED,2020/2/1,17:46:1,2020/2/1,17:46:1,800,20.127218,S,40.304704,W,149.996201,1.160171,247.865446,0.000000,0.000000,0.000000
3,1,FIXED,2020/2/1,17:46:2,2020/2/1,17:46:2,800,20.127229,S,40.304732,W,149.992813,0.501886,174.637168,0.000000,0.000000,0.000000
4,1,FIXED,2020/2/1,17:46:3,2020/2/1,17:46:3,800,20.127236,S,40.304732,W,149.994141,0.166310,235.258728,0.000000,0.000000,0.000000
5,1,FIXED,2020/2/1,17:46:4,2020/2/1,17:46:4,800,20.127249,S,40.304753,W,149.987656,0.218405,305.359203,0.000000,0.000000,0.000000
6,1,FIXED,2020/2/1,17:46:5,2020/2/1,17:46:5,800,20.127246,S,40.304759,W,149.975815,0.205593,232.809659,0.000000,0.000000,0.000000
7,1,FIXED,2020/2/1,17:46:6,2020/2/1,17:46:6,800,20.127252,S,40.304768,W,149.999237,0.268969,120.292828,0.000000,0.000000,0.000000
8,1,FIXED,2020/2/1,17:46:7,2020/2/1,17:46:7,800,20.127254,S,40.304766,W,149.996841,0.113235,40.341925,0.000000,0.000000,0.000000
9,1,FIXED,2020/2/1,17:46:8,2020/2/1,17:46:8,800,20.127251,S,40.304763,W,149.986877,0.078428,34.827078,0.000000,0.000000,0.000000
10,1,FIXED,2020/2/1,17:46:9,2020/2/1,17:46:9,800,20.127246,S,40.304759,W,149.970276,0.113548,223.755883,0.000000,0.000000,0.000000
11,1,FIXED,2020/2/1,17:46:10,2020/2/1,17:46:10,800,20.127248,S,40.304762,W,149.981033,0.070327,228.718756,0.000000,0.000000,0.000000
12,1,FIXED,2020/2/1,17:46:11,2020/2/1,17:46:11,800,20.127250,S,40.304764,W,149.999512,0.125392,91.661787,0.000000,0.000000,0.000000
13,1,FIXED,2020/2/1,17:46:12,2020/2/1,17:46:12,800,20.127250,S,40.304760,W,150.015106,0.172630,65.617811,0.000000,0.000000,0.000000
14,1,FIXED,2020/2/1,17:46:13,2020/2/1,17:46:13,800,20.127247,S,40.304754,W,150.036819,0.223751,67.539696,0.000000,0.000000,0.000000
15,1,FIXED,2020/2/1,17:46:14,2020/2/1,17:46:14,800,20.127245,S,40.304750,W,150.041214,0.153181,48.351136,0.000000,0.000000,0.000000
16,1,FIXED,2020/2/1,17:46:15,2020/2/1,17:46:15,800,20.127236,S,40.304739,W,150.074356,0.466689,93.023217,0.000000,0.000000,0.000000
17,1,FIXED,2020/2/1,17:46:16,2020/2/1,17:46:16,800,20.127237,S,40.304733,W,150.114075,0.443089,93.122939,0.000000,0.000000,0.000000
18,1,FIXED,2020/2/1,17:46:17,2020/2/1,17:46:17,800,20.127238,S,40.304714,W,150.114059,0.615379,94.547669,0.000000,0.000000,0.000000
19,1,FIXED,2020/2/1,17:46:18,2020/2/1,17:46:18,800,20.127239,S,40.304696,W,150.121948,0.656644,97.221961,0.000000,0.000000,0.000000
20,1,FIXED,2020/2/1,17:46:19,2020/2/1,17:46:19,800,20.127241,S,40.304681,W,150.217972,0.810940,97.013729,0.000000,0.000000,0.000000
21,1,FIXED,2020/2/1,17:46:20,2020/2/1,17:46:20,800,20.127242,S,40.304673,W,150.272003,0.943534,46.486357,0.000000,0.000000,0.000000
22,1,FIXED,2020/2/1,17:46:21,2020/2/1,17:46:21,800,20.127237,S,40.304667,W,150.254257,0.962977,83.206567,0.000000,0.000000,0.000000
23,1,FIXED,2020/2/1,17:46:22,2020/2/1,17:46:22,800,20.127236,S,40.304661,W,150.209824,0.941506,82.570048,0.000000,0.000000,0.000000
24,1,FIXED,2020/2/1,17:46:23,2020/2/1,17:46:23,800,20.127236,S,40.304659,W,150.171387,0.773917,68.155667,0.000000,0.000000,0.000000
25,1,FIXED,2020/2/1,17:46:24,2020/2/1,17:46:24,800,20.127209,S,40.304587,W,144.842926,0.804463,69.736486,0.000000,0.000000,0.000000
26,1,FIXED,2020/2/1,17:46:25,2020/2/1,17:46:25,800,20.127187,S,40.304525,W,138.892807,0.576507,74.545023,0.000000,0.000000,0.000000
27,1,FIXED,2020/2/1,17:46:26,2020/2/1,17:46:26,800,20.127176,S,40.304483,W,134.885300,0.512854,68.124939,0.000000,0.000000,0.000000
28,1,FIXED,2020/2/1,17:46:27,2020/2/1,17:46:27,800,20.127166,S,40.304456,W,131.808228,1.258471,85.219772,0.000000,0.000000,0.000000
29,1,FIXED,2020/2/1,17:46:28,2020/2/1,17:46:28,800,20.127165,S,40.304443,W,129.779861,0.905926,166.356245,0.000000,0.000000,0.000000
30,1,FIXED,2020/2/1,17:46:29,2020/2/1,17:46:29,800,20.127168,S,40.304443,W,128.916306,0.716405,227.225606,0.000000,0.000000,0.000000
31,1,FIXED,2020/2/1,17:46:30,2020/2/1,17:46:30,800,20.127169,S,40.304444,W,128.620544,0.544113,335.787611,0.000000,0.000000,0.000000
32,1,FIXED,2020/2/1,17:46:31,2020/2/1,17:46:31,800,20.127166,S,40.304446,W,128.143112,0.547227,346.129286,0.000000,0.000000,0.000000
33,1,FIXED,2020/2/1,17:46:32,2020/2/1,17:46:32,800,20.127165,S,40.304446,W,127.886246,0.516199,262.751879,0.000000,0.000000,0.000000
34,1,FIXED,2020/2/1,17:46:33,2020/2/1,17:46:33,800,20.127165,S,40.304448,W,127.624405,0.446746,329.155352,0.000000,0.000000,0.000000
35,1,FIXED,2020/2/1,17:46:34,2020/2/1,17:46:34,800,20.127164,S,40.304448,W,127.608047,0.509861,309.545843,0.000000,0.000000,0.000000
36,1,FIXED,2020/2/1,17:46:35,2020/2/1,17:46:35,800,20.127163,S,40.304449,W,127.599335,0.334396,344.187690,0.000000,0.000000,0.000000
37,1,FIXED,2020/2/1,17:46:36,2020/2/1,17:46:36,800,20.127162,S,40.304449,W,127.572548,0.460894,315.113187,0.000000,0.000000,0.000000
38,1,FIXED,2020/2/1,17:46:37,2020/2/1,17:46:37,800,20.127162,S,40.304450,W,127.529228,0.243793,202.554975,0.000000,0.000000,0.000000
39,1,FIXED,2020/2/1,17:46:38,2020/2/1,17:46:38,800,20.127163,S,40.304450,W,127.499992,0.623873,186.000721,0.000000,0.000000,0.000000
40,1,FIXED,2020/2/1,17:46:39,2020/2/1,17:46:39,800,20.127165,S,40.304451,W,127.491798,0.473766,152.913340,0.000000,0.000000,0.000000
41,1,FIXED,2020/2/1,17:46:40,2020/2/1,17:46:40,800,20.127168,S,40.304449,W,127.506813,1.277657,191.266720,0.000000,0.000000,0.000000
