INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,2020/2/1,17:44:30,2020/2/1,17:44:30,800,20.127391,S,40.303981,W,150.004776,0.807086,97.505461,0.000000,0.000000,0.000000
2,1,FIXED,2020/2/1,17:44:31,2020/2/1,17:44:31,800,20.127396,S,40.303947,W,150.006561,1.249663,315.839173,0.000000,0.000000,0.000000
3,1,FIXED,2020/2/1,17:44:32,2020/2/1,17:44:32,800,20.127385,S,40.303958,W,150.006180,0.701457,272.200124,0.000000,0.000000,0.000000
4,1,FIXED,2020/2/1,17:44:33,2020/2/1,17:44:33,800,20.127384,S,40.304000,W,150.005035,0.367944,245.424468,0.000000,0.000000,0.000000
5,1,FIXED,2020/2/1,17:44:34,2020/2/1,17:44:34,800,20.127391,S,40.304016,W,149.997940,0.218722,182.850214,0.000000,0.000000,0.000000
6,1,FIXED,2020/2/1,17:44:35,2020/2/1,17:44:35,800,20.127405,S,40.304016,W,149.936111,0.285723,124.336562,0.000000,0.000000,0.000000
7,1,FIXED,2020/2/1,17:44:36,2020/2/1,17:44:36,800,20.127409,S,40.304010,W,149.957489,0.235441,123.862658,0.000000,0.000000,0.000000
8,1,FIXED,2020/2/1,17:44:37,2020/2/1,17:44:37,800,20.127411,S,40.304007,W,149.953323,0.273346,102.995181,0.000000,0.000000,0.000000
9,1,FIXED,2020/2/1,17:44:38,2020/2/1,17:44:38,800,20.127413,S,40.304001,W,149.888214,0.116516,122.457962,0.000000,0.000000,0.000000
10,1,FIXED,2020/2/1,17:44:39,2020/2/1,17:44:39,800,20.127417,S,40.303993,W,149.805328,0.159043,199.036196,0.000000,0.000000,0.000000
11,1,FIXED,2020/2/1,17:44:40,2020/2/1,17:44:40,800,20.127420,S,40.303994,W,149.795609,0.174811,172.175001,0.000000,0.000000,0.000000
12,1,FIXED,2020/2/1,17:44:41,2020/2/1,17:44:41,800,20.127421,S,40.303994,W,149.790375,0.174408,31.831151,0.000000,0.000000,0.000000
13,1,FIXED,2020/2/1,17:44:42,2020/2/1,17:44:42,800,20.127419,S,40.303993,W,149.810043,0.140146,306.626972,0.000000,0.000000,0.000000
14,1,FIXED,2020/2/1,17:44:43,2020/2/1,17:44:43,800,20.127415,S,40.304000,W,149.821426,0.225615,318.419266,0.000000,0.000000,0.000000
15,1,FIXED,2020/2/1,17:44:44,2020/2/1,17:44:44,800,20.127407,S,40.304007,W,149.792175,0.131420,327.991656,0.000000,0.000000,0.000000
